Player_Id,Player_Name,DOB,Batting_Hand,Bowling_Skill,Country,Is_Umpire
254,AJ Finch,17-11-1986,Right_Hand,Slow left-arm orthodox,Australia,0
255,STR Binny,03-06-1984,Right_Hand,Right-arm medium,India,0
256,Harmeet Singh,07-09-1992,Left_Hand,Slow left-arm orthodox,India,0
257,IR Jaggi,27-01-1989,Right_Hand,Legbreak googly,India,0
258,DT Christian,04-05-1983,Right_Hand,Right-arm fast-medium,Australia,0
259,RV Gomez,16-10-1985,Right_Hand,Right-arm medium,India,0
260,MA Agarwal,16-02-1991,Right_Hand,NULL,India,0
261,AUK Pathan,17-06-1984,Right_Hand,Right-arm medium,India,0
262,UBT Chand,26-03-1993,Right_Hand,Right-arm offbreak,India,0
263,DJ Jacobs,04-11-1982,Right_Hand,Right-arm medium,South Africa,0
264,Sunny Singh,18-12-1986,Right_Hand,Right-arm medium-fast,India,0
265,NJ Rimmington,11-11-1982,Right_Hand,Right-arm fast-medium,Australia,0
266,AL Menaria,29-10-1990,Left_Hand,Slow left-arm orthodox,India,0
267,WD Parnell,30-07-1989,Left_Hand,Left-arm medium-fast,South Africa,0
268,JJ van der Wath,10-01-1978,Right_Hand,Right-arm medium-fast,South Africa,0
269,R Ninan,19-11-1985,Right_Hand,Right-arm offbreak,India,0
270,S Aravind,08-04-1984,Left_Hand,Left-arm medium-fast,India,0
271,MS Wade,26-12-1987,Left_Hand,Right-arm medium,Australia,0
272,TD Paine,08-12-1984,Right_Hand,Right-arm medium,Australia,0
273,SB Wagh,09-10-1988,Left_Hand,Left-arm medium-fast,India,0
274,AC Thomas,09-02-1977,Right_Hand,Right-arm fast-medium,England,0
275,JEC Franklin,07-11-1980,Left_Hand,Left-arm medium,New Zealand,0
276,Shakib Al Hasan,24-03-1987,Left_Hand,Slow left-arm orthodox,Bangladesh,0
277,DH Yagnik,22-06-1983,Left_Hand,NULL,India,0
278,S Randiv,30-01-1985,Right_Hand,Right-arm offbreak,Sri Lanka,0
279,BJ Haddin,23-10-1977,Right_Hand,NULL,Australia,0
280,NLTC Perera,03-04-1989,Left_Hand,Right-arm medium-fast,Sri Lanka,0
281,NL McCullum,01-09-1980,Right_Hand,Right-arm offbreak,New Zealand,0
282,JE Taylor,22-06-1984,Right_Hand,Right-arm fast,New Zealand,0
283,J Syed Mohammad,03-06-1983,Left_Hand,Slow left-arm orthodox,India,0
284,RN ten Doeschate,30-06-1980,Right_Hand,Right-arm medium-fast,Netherlands,0
285,TR Birt,09-12-1981,Left_Hand,Right-arm medium,Australia,0
286,AG Murtaza,01-01-1990,Left_Hand,Slow left-arm orthodox,India,0
287,Harpreet Singh,11-08-1991,Left_Hand,Right-arm medium,India,0
288,M Klinger,04-07-1980,Right_Hand,NULL,Australia,0
289,AC Blizzard,27-06-1984,Left_Hand,Left-arm medium,Australia,0
290,I Malhotra,23-05-1984,Right_Hand,Right-arm medium-fast,India,0
291,L Ablish,03-12-1982,Right_Hand,Right-arm medium-fast,India,0
292,CA Ingram,03-07-1985,Left_Hand,Legbreak,South Africa,0
293,S Nadeem,12-08-1989,Right_Hand,Slow left-arm orthodox,India,0
294,P Parameswaran,30-05-1985,Right_Hand,Left-arm medium,India,0
295,CJ Ferguson,21-11-1984,Right_Hand,Right-arm medium,Australia,0
296,VR Aaron,29-10-1989,Right_Hand,Right-arm fast,India,0
297,AA Chavan,28-10-1985,Left_Hand,Slow left-arm orthodox,India,0
298,ND Doshi,06-10-1978,Right_Hand,Slow left-arm orthodox,India,0
299,B Kumar,05-02-1990,Right_Hand,Right-arm medium,India,0
300,Y Gnaneswara Rao,25-08-1984,Right_Hand,Right-arm medium,India,0
301,S Rana,18-09-1984,Right_Hand,Right-arm medium-fast,India,0
302,BA Bhatt,13-05-1990,Left_Hand,Slow left-arm orthodox,India,0
303,F du Plessis,13-07-1984,Right_Hand,Legbreak,South Africa,0
304,RE Levi,14-01-1988,Right_Hand,Right-arm medium,South Africa,0
305,GJ Maxwell,14-10-1988,Right_Hand,Right-arm offbreak,Australia,0
306,SPD Smith,02-06-1989,Right_Hand,Legbreak googly,India,0
307,MN Samuels,05-02-1981,Right_Hand,Right-arm offbreak,West Indies,0
308,SA Yadav,14-09-1990,Right_Hand,Right-arm offbreak,India,0
309,KK Cooper,16-02-1989,Right_Hand,Right-arm medium,West Indies,0
310,JP Faulkner,29-04-1990,Right_Hand,Left-arm fast-medium,Australia,0
311,HV Patel,23-11-1990,Right_Hand,Right-arm medium,India,0
312,DAJ Bracewell,28-09-1990,Right_Hand,Right-arm fast-medium,New Zealand,0
313,DJ Harris,31-12-1979,Right_Hand,Right-arm medium,Australia,0
314,Ankit Sharma,20-04-1991,Left_Hand,Slow left-arm orthodox,India,0
315,SP Narine,26-05-1988,Left_Hand,Right-arm offbreak,West Indies,0
316,GB Hogg,06-02-1971,Left_Hand,Slow left-arm chinaman,Australia,0
317,RR Bhatkal,01-09-1985,Right_Hand,Right-arm medium,India,0
318,CJ McKay,20-02-1983,Right_Hand,Right-arm fast-medium,Australia,0
319,N Saini,28-10-1988,Right_Hand,NULL,India,0
320,DA Miller,10-06-1989,Left_Hand,Right-arm offbreak,South Africa,0
321,Azhar Mahmood,28-02-1975,Right_Hand,Right-arm fast-medium,Pakistan,0
322,P Negi,06-01-1993,Left_Hand,Slow left-arm orthodox,India,0
323,RJ Peterson,04-08-1979,Left_Hand,Slow left-arm orthodox,South Africa,0
324,KMDN Kulasekara,22-07-1982,Right_Hand,Right-arm fast-medium,Sri Lanka,0
325,A Ashish Reddy,24-02-1991,Right_Hand,Right-arm medium,India,0
326,V Pratap Singh,03-05-1992,Right_Hand,Right-arm medium,India,0
327,BB Samantray,14-12-1988,Right_Hand,NULL,India,0
328,MJ Clarke,02-04-1981,Right_Hand,Slow left-arm orthodox,Australia,0
329,Gurkeerat Singh,29-06-1990,Right_Hand,Right-arm offbreak,India,0
330,AP Majumdar,30-04-1984,Right_Hand,Legbreak googly,India,0
331,PA Reddy,11-02-1991,Right_Hand,Legbreak,India,0
332,K Upadhyay,18-06-1986,Right_Hand,Right-arm medium,India,0
333,P Awana,19-07-1986,Right_Hand,Right-arm medium,India,0
334,AD Russell,29-04-1988,Right_Hand,Right-arm fast,West Indies,0
335,A Chandila,05-12-1983,Right_Hand,Right-arm offbreak,India,0
336,CA Lynn,10-04-1990,Right_Hand,Slow left-arm orthodox,Australia,0
337,Sunny Gupta,27-09-1988,Right_Hand,Right-arm offbreak,India,0
338,MC Juneja,12-09-1990,Right_Hand,Right-arm offbreak,India,0
339,KK Nair,06-12-1991,Right_Hand,Right-arm offbreak,India,0
340,GH Vihari,13-10-1993,Right_Hand,Right-arm offbreak,India,0
341,MDKJ Perera,17-08-1990,Left_Hand,NULL,Sri Lanka,0
342,R Shukla,28-08-1990,Right_Hand,Right-arm medium,India,0
343,B Laughlin,03-10-1982,Right_Hand,Right-arm fast-medium,Australia,0
344,AS Rajpoot,04-12-1993,Right_Hand,Right-arm medium,India,0
345,M Vohra,18-07-1993,Right_Hand,Right-arm medium,India,0
346,JD Unadkat,18-10-1991,Right_Hand,Left-arm medium,India,0
347,Mohammed Shami,03-09-1990,Right_Hand,Right-arm fast-medium,India,0
348,BMAJ Mendis,15-01-1983,Left_Hand,Legbreak,Sri Lanka,0
349,R Rampaul,15-10-1984,Left_Hand,Right-arm fast-medium,West Indies,0
350,CH Morris,30-04-1987,Right_Hand,Right-arm fast-medium,South Africa,0
351,SV Samson,11-11-1994,Right_Hand,NULL,India,0
352,SMSM Senanayake,09-02-1985,Right_Hand,Right-arm offbreak,Sri Lanka,0
353,BJ Rohrer,26-03-1981,Left_Hand,NULL,Australia,0
354,KL Rahul,18-04-1992,Right_Hand,NULL,India,0
355,Q de Kock,17-12-1992,Left_Hand,NULL,South Africa,0
356,R Dhawan,19-02-1990,Right_Hand,Right-arm medium-fast,India,0
357,MG Johnson,02-11-1981,Left_Hand,Left-arm fast,Australia,0
358,LJ Wright,07-03-1985,Right_Hand,Right-arm medium-fast,England,0
359,IC Pandey,15-08-1989,Right_Hand,Right-arm medium,India,0
360,CM Gautam,08-03-1986,Right_Hand,NULL,India,0
361,X Thalaivan Sargunam,15-05-1985,Right_Hand,Right-arm offbreak,India,0
362,DJG Sammy,20-12-1983,Right_Hand,Right-arm medium-fast,West Indies,0
363,KW Richardson,12-02-1991,Right_Hand,Right-arm fast-medium,Australia,0
364,MM Sharma,18-09-1988,Right_Hand,Right-arm medium,India,0
365,UA Birla,17-11-1989,Right_Hand,Right-arm medium,India,0
366,Parvez Rasool,13-02-1989,Right_Hand,Right-arm offbreak,India,0
367,Sandeep Sharma,18-05-1993,Right_Hand,Right-arm medium,India,0
368,S Kaul,19-05-1990,Right_Hand,Right-arm medium,India,0
369,Sachin Baby,18-12-1988,Left_Hand,Right-arm offbreak,India,0
370,PV Tambe,08-10-1971,Right_Hand,Legbreak,India,0
371,NM Coulter-Nile,11-10-1987,Right_Hand,Right-arm fast,Australia,0
372,CJ Anderson,13-12-1990,Left_Hand,Left-arm medium-fast,New Zealand,0
373,NJ Maddinson,21-12-1991,Left_Hand,Slow left-arm orthodox,Australia,0
374,AR Patel,20-01-1994,Left_Hand,Slow left-arm orthodox,India,0
375,JJ Bumrah,06-12-1993,Right_Hand,Right-arm medium,India,0
376,JDS Neesham,17-09-1990,Left_Hand,Right-arm medium,New Zealand,0
377,TG Southee,11-12-1988,Right_Hand,Right-arm medium-fast,New Zealand,0
378,MA Starc,30-01-1990,Left_Hand,Left-arm fast,Australia,0
379,BR Dunk,11-03-1987,Left_Hand,NULL,Australia,0
380,RR Rossouw,09-10-1989,Left_Hand,Right-arm offbreak,South Africa,0
381,Shivam Sharma,09-09-1993,Right_Hand,Right-arm offbreak,India,0
382,YS Chahal,23-07-1990,Right_Hand,Legbreak googly,India,0
383,LMP Simmons,25-01-1985,Right_Hand,Right-arm medium-fast,West Indies,0
384,VH Zol,23-11-1994,Left_Hand,Right-arm offbreak,India,0
385,BCJ Cutting,30-01-1987,Right_Hand,Right-arm fast-medium,Australia,0
386,Imran Tahir,27-03-1979,Right_Hand,Legbreak googly,India,0
387,BE Hendricks,08-06-1990,Left_Hand,Left-arm fast-medium,South Africa,0
388,S Gopal,04-09-1993,Right_Hand,Legbreak,India,0
389,M de Lange,13-10-1990,Right_Hand,Right-arm fast,South Africa,0
390,R Tewatia,20-05-1993,Left_Hand,Legbreak,India,0
391,JO Holder,05-11-1991,Right_Hand,Right-arm medium-fast,West Indies,0
392,Karanveer Singh,08-11-1987,Right_Hand,Legbreak googly,India,0
393,SS Iyer,06-12-1994,Right_Hand,Legbreak googly,India,0
394,DJ Hooda,19-04-1995,Right_Hand,Right-arm offbreak,India,0
395,Anureet Singh,02-03-1988,Right_Hand,Right-arm medium,India,0
396,KS Williamson,08-08-1990,Right_Hand,Right-arm offbreak,New Zealand,0
397,SA Abbott,29-02-1992,Right_Hand,Right-arm fast-medium,New Zealand,0
398,J Suchith,16-01-1994,Left_Hand,Slow left-arm orthodox,India,0
399,RG More,02-02-1992,Right_Hand,Right-arm medium,India,0
400,HH Pandya,11-10-1993,Right_Hand,Right-arm medium-fast,India,0
401,D Wiese,18-05-1985,Right_Hand,Right-arm medium-fast,South Africa,0
402,SN Khan,27-10-1997,Right_Hand,Legbreak,India,0
403,MJ McClenaghan,11-06-1986,Left_Hand,Left-arm fast-medium,New Zealand,0
404,DJ Muthuswami,09-03-1981,Right_Hand,Right-arm medium,India,0
405,PJ Cummins,08-05-1993,Right_Hand,Right-arm fast,Australia,0
406,SN Thakur,16-10-1991,Right_Hand,Right-arm medium,India,0
407,JC Buttler,08-09-1990,Right_Hand,NULL,England,0
408,CR Brathwaite,18-07-1988,Right_Hand,Right-arm fast-medium,West Indies,0
409,MP Stoinis,16-08-1989,Right_Hand,Right-arm medium,Australia,0
410,Ishan Kishan,18-07-1998,Left_Hand,NULL,India,0
411,C Munro,11-03-1987,Left_Hand,Right-arm medium-fast,New Zealand,0
412,P Sahu,21-08-1985,Right_Hand,Legbreak googly,India,0
413,KH Pandya,24-03-1991,Left_Hand,Slow left-arm orthodox,India,0
414,AD Nath,10-05-1993,Right_Hand,Right-arm medium-fast,India,0
415,MJ Guptill,30-09-1986,Right_Hand,Right-arm offbreak,New Zealand,0
416,KJ Abbott,18-06-1987,Right_Hand,Right-arm fast-medium,South Africa,0
417,TM Head,29-12-1993,Left_Hand,Right-arm offbreak,Australia,0
418,M Ashwin,08-09-1990,Right_Hand,Legbreak googly,India,0
419,NS Naik,09-11-1994,Right_Hand,NULL,India,0
420,RR Pant,04-10-1997,Left_Hand,NULL,India,0
421,SW Billings,15-06-1991,Right_Hand,NULL,England,0
422,KC Cariappa,13-04-1994,Right_Hand,Legbreak,India,0
423,PSP Handscomb,26-04-1991,Right_Hand,NULL,Australia,0
424,Swapnil Singh,22-01-1991,Right_Hand,Slow left-arm orthodox,India,0
425,J Yadav,22-01-1990,Right_Hand,Right-arm offbreak,India,0
426,UT Khawaja,18-12-1986,Left_Hand,Right-arm medium,Australia,0
427,HM Amla,31-03-1983,Right_Hand,Right-arm offbreak,South Africa,0
428,F Behardien,09-10-1983,Right_Hand,Right-arm fast-medium,South Africa,0
429,BB Sran,10-12-1992,Left_Hand,Left-arm medium,India,0
430,A Zampa,31-03-1992,Right_Hand,Legbreak googly,Australia,0
431,N Rana,27-12-1993,Left_Hand,Right-arm offbreak,India,0
432,S Kaushik,07-09-1995,Right_Hand,Slow left-arm chinaman,India,0
433,ER Dwivedi,22-07-1988,Right_Hand,NULL,India,0
434,CJ Jordan,04-10-1988,Right_Hand,Right-arm fast-medium,England,0
435,P Amarnath,01-06-1982,Right_Hand,Right-arm medium,India,0
436,B Geeves,13-06-1982,Right_Hand,Right-arm fast-medium,Australia,0
437,Gagandeep Singh,03-10-1981,Right_Hand,Right-arm medium-fast,India,0
438,A Nel,15-07-1977,Right_Hand,Right-arm fast-medium,South Africa,0
439,AM Salvi,20-10-1981,Right_Hand,Right-arm medium,India,0
440,RR Bose,27-02-1979,Right_Hand,Right-arm fast-medium,India,0
441,SS Sarkar,15-12-1984,Right_Hand,Right-arm medium,India,0
442,RA Shaikh,12-06-1985,Left_Hand,Left-arm medium,India,0
443,C Ganapathy,10-06-1981,Right_Hand,Right-arm medium,India,0
444,MB Parmar,12-04-1988,Right_Hand,Right-arm offbreak,India,0
445,AA Kazi,29-09-1989,Left_Hand,Slow left-arm orthodox,India,0
446,Anand Rajan,17-04-1987,Right_Hand,Right-arm medium,India,0
447,P Prasanth,22-05-1985,Left_Hand,Slow left-arm orthodox,India,0
448,SS Mundhe,27-10-1988,Right_Hand,Right-arm medium,India,0
449,RW Price,12-06-1976,Right_Hand,Slow left-arm orthodox,Zimbabwea,0
450,TP Sudhindra,24-04-1984,Left_Hand,Right-arm fast,India,0
451,BW Hilfenhaus,15-03-1983,Right_Hand,Right-arm fast-medium,Australia,0
452,S Badree,09-03-1981,Right_Hand,Legbreak,West Indies,0
453,P Suyal,15-10-1989,Right_Hand,Left-arm medium,India,0
454,MG Neser,29-03-1990,Right_Hand,Right-arm medium,Australia,0
455,V Shankar,26-01-1991,Right_Hand,Right-arm medium,India,0
456,K Santokie,20-12-1984,Left_Hand,Left-arm medium,West Indies,0
457,JW Hastings,04-11-1985,Right_Hand,Right-arm fast-medium,Australia,0
458,TA Boult,22-07-1989,Right_Hand,Left-arm fast-medium,New Zealand,0
459,GS Sandhu,14-06-1993,Left_Hand,Right-arm fast-medium,Australia,0
460,Mustafizur Rahman,06-09-1995,Left_Hand,Left-arm fast-medium,Bangladesh,0
461,AF Milne,13-04-1992,Right_Hand,Right-arm fast,New Zealand,0
462,Kuldeep Yadav,14-12-1994,Left_Hand,Slow left-arm chinaman,India,0
463,T Shamsi,18-02-1990,Right_Hand,Slow left-arm chinaman,South Africa,0
464,SM Boland,11-04-1989,Right_Hand,Right-arm fast-medium,Australia,0
465,DL Chahar,07-08-1992,Right_Hand,Right-arm medium,India,0
466,P Dharmani,27-09-1974,Right_Hand,NULL,India,0
467,RV Pawar,06-09-1979,Left_Hand,Slow left-arm orthodox,India,0
468,KH Devdhar,14-12-1989,Right_Hand,NULL,India,0
469,T Mishra,22-12-1986,Right_Hand,Right-arm fast-medium,India,0
470,Asad Rauf,NULL,NULL,NULL,Pakistan,1
471,MR Benson,NULL,NULL,NULL,England,1
472,Aleem Dar,NULL,NULL,NULL,Pakistan,1
473,SJ Davis,NULL,NULL,NULL,England,1
474,BF Bowden,NULL,NULL,NULL,New Zealand,1
475,IL Howell,NULL,NULL,NULL,South Africa,1
476,DJ Harper,NULL,NULL,NULL,Australia,1
477,RE Koertzen,NULL,NULL,NULL,South Africa,1
478,BR Doctrove,NULL,NULL,NULL,West Indies,1
479,AV Jayaprakash,NULL,NULL,NULL,India,1
480,BG Jerling,NULL,NULL,NULL,South Africa,1
481,M Erasmus,NULL,NULL,NULL,South Africa,1
482,HDPK Dharmasena,NULL,NULL,NULL,Sri Lanka,1
483,S Asnani,NULL,NULL,NULL,India,1
484,GAV Baxter,NULL,NULL,NULL,New Zealand,1
485,SS Hazare,NULL,NULL,NULL,India,1
486,K Hariharan,NULL,NULL,NULL,India,1
487,SL Shastri,NULL,NULL,NULL,India,1
488,SK Tarapore,NULL,NULL,NULL,India,1
489,S Ravi,NULL,NULL,NULL,India,1
490,SJA Taufel,NULL,NULL,NULL,Australia,1
491,S Das,NULL,NULL,NULL,India,1
492,AM Saheba,NULL,NULL,NULL,India,1
493,PR Reiffel,NULL,NULL,NULL,Australia,1
494,JD Cloete,NULL,NULL,NULL,South Africa,1
495,AK Chaudhary,NULL,NULL,NULL,India,1
496,VA Kulkarni,NULL,NULL,NULL,India,1
497,BNJ Oxenford,NULL,NULL,NULL,Australia,1
498,CK Nandan,NULL,NULL,NULL,India,1
499,C Shamshuddin,NULL,NULL,NULL,India,1
500,NJ Llong,NULL,NULL,NULL,England,1
501,RK Illingworth,NULL,NULL,NULL,England,1
502,RM Deshpande,NULL,NULL,NULL,India,1
503,K Srinath,NULL,NULL,NULL,India,1
504,SD Fry,NULL,NULL,NULL,Australia,1
505,CB Gaffaney,NULL,NULL,NULL,New Zealand,1
506,PG Pathak,NULL,NULL,NULL,India,1
507,Nitin Menon,NULL,NULL,NULL,India,1
508,K Bharatan,NULL,NULL,NULL,India,1
509,AY Dandekar,NULL,NULL,NULL,India,1
510,KN Ananthapadmanabhan,NULL,NULL,NULL,India,1
511,A Nand Kishore,NULL,NULL,NULL,India,1
512,GA Pratapkumar,NULL,NULL,NULL,India,1
513,RB Tiffin,NULL,NULL,NULL,Zimbabwea,1
514,I Shivram,NULL,NULL,NULL,India,1
515,SD Ranade,NULL,NULL,NULL,India,1
516,TH Wijewardene,NULL,NULL,NULL,Sri Lanka,1
517,AL Hill,NULL,NULL,NULL,New Zealand,1
518,RJ Tucker,NULL,NULL,NULL,Australia,1
519,Subroto Das,NULL,NULL,NULL,India,1
520,K Srinivasan,NULL,NULL,NULL,India,1
521,VK Sharma,NULL,NULL,NULL,India,1
523,AV Wankhade,14-03-1992,Right_Hand,NULL,India,0
524,B Aparajith,08-07-1994,Right_Hand,Right-arm offbreak,India,0
